id,tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel
6654,6,1,1,3,M,1,892.5997598,Broker,C,Condo,12,low,red,33,2016,50039,1
6655,4,0,2,0,M,0,868.6292797,Broker,B,House,18,medium,blue,31,2016,80020,0
6656,12,0,1,2,F,1,1146.259383,Phone,C,Condo,17,high,blue,40,2016,80022,0
6657,1,0,1,0,M,1,747.4723727,Phone,A,House,17,medium,red,29,2016,98015,1
6658,2,0,1,3,M,1,938.0623408,Broker,B,House,16,medium,blue,33,2016,85072,0
6659,15,0,3,4,M,1,916.8608064,Broker,B,House,14,high,blue,73,2016,80025,0
6660,18,0,1,0,F,0,888.040587,Phone,A,Tenant,21,high,yellow,44,2016,98004,0
6661,18,0,1,0,M,0,905.5774041,Broker,C,Tenant,19,medium,white,57,2016,50059,0
6662,11,0,2,0,M,1,916.0362705,Broker,C,House,11,high,blue,53,2016,50054,0
6663,2,0,1,4,F,1,883.382602,Phone,A,Condo,18,high,yellow,36,2016,15010,0
6664,6,0,1,0,M,0,839.2708617,Phone,C,House,18,low,blue,28,2016,98010,0
6665,15,0,1,3,F,1,1008.083311,Broker,A,Tenant,18,high,white,37,2016,50025,0
6666,15,0,4,0,M,0,1036.197826,Phone,B,Tenant,12,low,red,40,2016,50048,1
6667,8,0,1,1,F,0,869.2535847,Broker,A,House,16,medium,yellow,36,2016,50005,0
6668,17,0,2,0,M,1,854.611337,Phone,C,House,15,medium,blue,38,2016,80033,0
6669,24,1,1,1,F,1,956.828942,Broker,C,Tenant,17,high,red,47,2016,15009,0
6670,14,0,3,9,M,1,961.2021039,Broker,A,House,21,medium,white,51,2016,80011,-1
6671,18,0,1,1,F,1,877.1028774,Broker,C,Tenant,11,high,white,48,2016,15059,0
6672,21,0,3,4,F,1,889.6799203,Broker,B,House,20,medium,blue,74,2016,50028,0
6673,19,0,2,0,M,0,907.3665428,Online,C,House,16,high,red,56,2016,98004,1
6674,6,0,2,0,F,1,815.0907904,Broker,C,Tenant,13,medium,red,29,2016,15026,0
6675,4,0,2,2,M,1,861.8565736,Broker,C,Tenant,21,medium,yellow,28,2016,80028,1
6676,8,0,1,4,F,1,945.9856316,Broker,A,House,15,medium,red,45,2016,98036,0
6677,3,0,3,0,M,0,968.2957327,Online,C,House,20,low,red,22,2016,20128,1
6678,13,0,4,5,M,1,1040.15909,Phone,A,Condo,15,medium,white,38,2016,80107,0
6679,12,0,4,2,F,0,879.362097,Broker,B,House,21,high,white,41,2016,50051,0
6680,0,1,4,0,M,0,932.9771989,Broker,A,Tenant,12,medium,blue,30,2016,80031,0
6681,17,0,3,0,F,0,875.1760812,Phone,C,Tenant,11,high,blue,37,2016,15009,0
6682,19,0,3,0,M,1,950.5527617,Broker,C,House,18,medium,red,49,2016,98030,1
6683,5,0,5,1,F,1,857.7096842,Phone,C,House,12,low,yellow,34,2016,85066,1
6684,15,1,4,1,M,1,789.9260087,Broker,C,Tenant,13,medium,red,37,2016,80041,0
6685,13,0,1,0,NA,1,1053.134359,Phone,B,Condo,11,high,white,47,2016,15001,0
6686,18,1,1,2,M,1,946.1951727,Broker,C,House,17,high,red,54,2016,50021,0
6687,17,0,1,7,M,1,1087.931426,Broker,C,House,23,high,red,75,2016,85017,0
6688,12,0,3,0,F,1,820.7064977,Phone,A,House,13,medium,white,59,2016,98015,0
6689,8,0,1,5,M,1,861.7629017,Phone,C,Condo,11,medium,blue,33,2016,15030,0
6690,21,1,2,1,M,0,763.8410576,Broker,B,House,14,high,white,50,2016,85079,0
6691,12,1,5,0,M,1,1010.648657,Online,B,Condo,14,medium,white,49,2016,15003,0
6692,18,0,3,0,M,0,825.3228714,Broker,A,Tenant,27,high,white,48,2016,80026,0
6693,18,0,2,1,M,1,952.8711459,Phone,A,Condo,19,high,red,40,2016,15019,0
6694,11,0,1,2,M,0,880.0278412,Online,A,House,18,high,white,48,2016,80002,0
6695,4,0,4,0,F,1,872.7340241,Broker,C,House,11,medium,white,25,2016,80022,0
6696,16,0,2,2,F,1,898.6211578,Broker,B,Tenant,16,high,white,37,2016,15010,-1
6697,2,0,1,1,M,1,838.8418174,Broker,C,House,16,high,white,31,2016,98020,0
6698,11,0,2,3,F,1,799.4988574,Broker,A,House,12,medium,white,43,2016,85036,0
6699,2,0,4,0,M,0,917.6741205,Online,C,House,15,high,red,22,2016,80028,1
6700,5,0,1,0,M,1,1011.921394,Online,A,House,19,high,white,36,2016,50048,0
6701,15,0,1,1,M,1,904.4337687,Broker,B,House,17,medium,red,46,2016,80110,0
6702,5,0,2,0,F,0,847.0135079,Online,A,House,6,high,white,23,2016,85083,0
6703,2,0,1,2,F,1,771.2126609,Phone,A,Condo,18,high,blue,33,2016,50005,0
6704,24,0,2,5,M,1,931.0327649,Phone,B,House,21,medium,white,60,2016,85007,0
6705,21,0,2,1,F,1,891.6882085,Broker,C,House,21,high,white,43,2016,50039,0
6706,17,0,3,0,F,0,838.4666348,Broker,A,House,12,high,yellow,63,2016,15030,0
6707,12,0,1,2,F,1,792.2793682,Broker,A,Tenant,23,low,white,38,2016,85060,0
6708,4,0,1,10,M,1,917.98383,Phone,C,House,16,medium,red,27,2016,50011,0
6709,20,1,3,1,M,0,924.6122604,Broker,B,House,15,high,white,57,2016,98021,0
6710,7,0,2,11,M,1,936.4719946,Broker,C,Tenant,19,high,white,32,2016,50006,0
6711,9,0,5,4,F,1,891.4287558,Phone,C,House,9,high,yellow,68,2016,85014,0
6712,18,0,2,2,M,1,957.7739621,Broker,A,House,21,high,white,47,2016,85026,0
6713,15,0,4,0,M,1,744.8310669,Phone,A,House,18,high,red,44,2016,80025,0
6714,4,1,3,0,M,0,1039.094196,Broker,B,House,17,medium,red,25,2016,85028,0
6715,7,0,4,1,M,1,725.7099335,Broker,C,Condo,22,medium,white,34,2016,50008,0
6716,0,0,2,0,F,1,927.5406352,Online,C,Condo,12,high,white,24,2016,15057,0
6717,11,0,2,5,M,1,893.5751837,Broker,C,Condo,16,low,red,49,2016,98007,1
6718,4,0,2,0,F,0,998.6425627,Phone,C,Condo,15,medium,white,34,2016,50022,0
6719,7,1,1,0,M,0,847.6402171,Broker,B,House,16,low,white,33,2016,85019,1
6720,19,0,3,0,M,1,944.1660955,Broker,C,House,20,high,blue,50,2016,98009,0
6721,12,0,3,4,M,1,992.9224029,Broker,A,Condo,18,high,yellow,42,2016,85007,0
6722,15,0,3,1,F,0,982.1813356,Phone,A,House,21,low,white,53,2016,50014,0
6723,1,0,7,0,F,0,942.7988182,Broker,A,Tenant,12,low,blue,34,2016,20131,0
6724,17,0,1,0,F,0,931.0148116,Phone,C,Condo,19,high,red,49,2016,50021,1
6725,3,0,3,0,F,0,776.7519459,Broker,A,House,14,high,blue,33,2016,80005,0
6726,10,0,2,0,M,1,907.5827491,Broker,A,House,12,high,blue,37,2016,98032,0
6727,4,0,1,2,F,1,918.276473,Broker,C,House,13,low,white,36,2016,80016,0
6728,2,0,2,0,M,0,908.1404983,Online,C,Condo,17.97699899,low,yellow,23,2016,50020,1
6729,17,0,1,3,M,1,862.1150108,Broker,B,House,14,high,white,62,2016,85079,0
6730,16,0,3,0,F,1,895.030106,Broker,C,House,16,high,red,75,2016,80028,0
6731,18,0,3,1,F,0,896.24076,Broker,C,Condo,12,medium,red,52,2016,85021,0
6732,14,0,2,0,F,1,1058.925442,Phone,C,House,22,high,white,54,2016,98001,1
6733,13,1,2,2,NA,1,784.2379322,Broker,A,House,12,medium,blue,64,2016,85051,0
6734,0,0,4,0,F,0,875.1027144,Online,A,Tenant,11,low,white,22,2016,15009,0
6735,15,1,2,0,F,0,823.6595016,Phone,A,House,16,high,yellow,39,2016,15044,0
6736,15,1,2,0,M,0,1037.138225,Phone,C,House,14,medium,blue,37,2016,20109,1
6737,18,0,4,1,M,1,964.0216962,Phone,C,Tenant,15,high,white,38,2016,50013,0
6738,2,0,2,4,F,1,946.841702,Broker,C,House,20,high,white,36,2016,15059,0
6739,13,0,1,0,F,1,870.5355532,Online,B,House,11,high,white,42,2016,98012,0
6740,9,0,4,4,M,1,814.2690453,Broker,C,House,14,medium,red,39,2016,85027,0
6741,20,0,1,7,F,1,952.1052748,Broker,C,House,13,high,red,66,2016,98012,0
6742,16,1,3,0,M,0,873.3576052,Online,C,Tenant,12,high,blue,64,2016,80016,0
6743,15,0,2,0,F,1,980.82134,Phone,A,Condo,16,high,white,41,2016,15034,0
6744,16,0,4,0,M,1,991.5346268,Broker,C,House,16,high,yellow,48,2016,20152,0
6745,16,0,2,0,M,0,900.1257767,Broker,B,Condo,12,medium,blue,47,2016,50025,0
6746,15,0,2,2,M,1,857.0042947,Phone,C,House,18,high,blue,52,2016,85060,0
6747,16,0,1,0,M,0,837.4646276,Broker,C,Condo,16,high,white,42,2016,98033,1
6748,4,0,1,1,M,1,922.6062933,Phone,C,Tenant,14,high,white,35,2016,50022,0
6749,7,1,2,1,M,1,830.3369962,Broker,A,Tenant,15,high,white,32,2016,98012,0
6750,4,1,3,8,F,1,838.5386423,Broker,C,House,13,high,yellow,34,2016,85018,0
6751,14,0,2,2,M,1,897.6104574,Broker,A,House,14,low,white,60,2016,98034,1
6752,4,0,4,3,M,1,950.2174888,Phone,C,House,15.84257672,medium,blue,36,2016,80012,1
6753,9,0,1,0,F,1,832.1116426,Broker,B,House,23,medium,red,69,2016,15049,0
6754,17,0,2,0,F,0,858.6312933,Phone,A,Condo,14,high,red,44,2016,15026,0
6755,6,1,1,3,M,NA,897.4442794,Broker,A,House,15,low,white,26,2016,85072,1
6756,9,0,1,0,F,0,885.5137236,Phone,A,Tenant,21,high,blue,41,2016,15003,0
6757,15,0,2,0,F,0,737.6599397,Broker,B,Condo,10,high,blue,40,2016,50054,0
6758,14,0,1,0,F,0,824.7309464,Online,C,Tenant,15,high,red,38,2016,85069,0
6759,19,0,1,0,M,1,821.0790589,Phone,A,Tenant,14,high,blue,38,2016,80015,0
6760,7,0,1,2,F,1,957.889214,Phone,B,Condo,16,low,blue,31,2016,50022,1
6761,13,1,3,0,M,0,989.6745171,Broker,B,House,15,low,red,46,2016,85004,0
6762,19,0,1,7,F,1,923.3620203,Phone,A,House,15,low,red,58,2016,50049,1
6763,15,0,2,4,F,1,993.091482,Broker,B,House,19,medium,red,47,2016,50005,0
6764,18,1,3,1,M,0,777.0912012,Broker,A,Condo,14,high,blue,47,2016,80016,0
6765,2,0,3,1,F,1,871.1183234,Broker,C,House,19,high,white,35,2016,15046,0
6766,4,0,1,1,M,0,840.6709558,Broker,B,Condo,20,high,yellow,31,2016,80035,0
6767,4,0,1,5,F,1,790.3993699,Phone,A,Tenant,10,high,white,31,2016,80033,0
6768,4,0,2,0,M,0,882.3024711,Broker,B,House,14,high,blue,34,2016,15003,0
6769,16,0,1,5,M,1,945.4480016,Broker,B,House,19,low,blue,47,2016,85062,0
6770,4,0,4,0,F,0,849.3455854,Broker,A,Condo,14,high,yellow,33,2016,15027,0
6771,24,0,4,3,F,1,875.1385231,Phone,C,Tenant,10,low,red,42,2016,85014,0
6772,11,0,2,0,M,0,1020.049683,Online,C,House,18,medium,blue,45,2016,80005,0
6773,5,0,1,1,F,0,932.2457768,Phone,A,House,15,low,yellow,34,2016,50021,1
6774,15,1,2,4,M,1,891.927914,Broker,A,House,20,high,white,57,2016,50009,0
6775,4,0,1,1,M,1,990.5305913,Broker,B,Condo,9,high,white,27,2016,50001,0
6776,8,0,2,0,M,1,807.2247871,Broker,B,House,23,high,blue,59,2016,85055,0
6777,15,0,1,3,M,1,1023.885245,Phone,A,Tenant,21,high,red,47,2016,85079,0
6778,0,1,2,0,M,1,778.1297226,Phone,C,Condo,20,medium,blue,22,2016,50025,0
6779,4,0,3,0,F,0,960.5749355,Broker,B,Tenant,14,medium,white,35,2016,85060,1
6780,10,0,2,1,M,1,968.2700192,Broker,B,Condo,15,high,blue,49,2016,80105,0
6781,10,0,9,4,F,1,807.5588833,Broker,C,House,20,high,NA,42,2016,15042,0
6782,2,NA,1,7,F,1,835.0750494,Phone,A,Condo,36.31155406,low,white,36,2016,85064,1
6783,14,0,3,1,F,0,902.4213918,Phone,B,Tenant,11,high,white,41,2016,85024,0
6784,5,0,2,0,F,0,921.7768058,Broker,C,Condo,13,medium,blue,28,2016,15009,0
6785,12,1,1,1,M,1,856.0654852,Broker,C,House,17,high,white,39,2016,98021,0
6786,19,0,3,3,F,1,848.2267153,Phone,C,House,18,medium,red,55,2016,20153,1
6787,18,0,5,2,M,1,892.3547032,Broker,C,House,13,high,red,50,2016,80005,1
6788,19,0,3,0,M,0,939.0968274,Phone,A,Condo,14,high,white,48,2016,98004,1
6789,17,0,5,3,M,1,988.1408643,Phone,A,Condo,14,high,white,38,2016,80011,0
6790,12,0,1,1,F,1,925.4323914,Broker,A,House,14,high,white,44,2016,80022,0
6791,23,0,1,1,M,1,863.4245878,Phone,A,House,14,high,yellow,50,2016,80023,0
6792,15,0,1,2,F,1,765.0781985,Broker,B,House,13,high,white,54,2016,15018,0
6793,7,0,2,8,M,1,910.1506322,Phone,C,House,16,medium,blue,54,2016,15010,0
6794,9,0,5,3,M,1,1045.574536,Broker,B,Tenant,14,high,red,46,2016,80030,0
6795,23,0,3,0,M,0,1070.122029,Phone,C,Condo,12,high,red,44,2016,80027,0
6796,4,1,1,0,F,0,821.4668298,Broker,B,House,18,high,yellow,27,2016,80014,0
6797,16,0,2,2,F,1,931.595657,Broker,A,Condo,11,high,red,46,2016,20159,1
6798,11,0,2,3,M,1,981.0942495,Broker,A,Condo,17,low,white,51,2016,50006,0
6799,6,0,3,11,M,1,923.9127371,Broker,B,House,16,high,white,32,2016,50022,0
6800,11,0,2,0,F,0,829.3815188,Broker,A,Tenant,19,low,white,39,2016,80022,0
6801,10,0,2,1,F,0,962.8803203,Phone,C,Condo,23,high,yellow,50,2016,50001,0
6802,16,1,2,6,F,1,1002.903905,Broker,B,Condo,15,high,white,42,2016,85003,0
6803,15,0,3,0,F,1,991.7437304,Phone,C,House,16,high,red,55,2016,85024,1
6804,6,0,2,5,M,1,909.0124361,Phone,C,House,18,low,white,25,2016,98022,0
6805,8,1,1,0,M,1,724.3783628,Broker,B,Tenant,17,high,red,34,2016,50020,0
6806,5,0,2,2,M,1,836.0621883,Phone,C,House,18,high,blue,36,2016,85026,0
6807,14,0,1,3,F,1,921.9828029,Phone,A,House,14,high,white,40,2016,98022,0
6808,6,0,1,1,M,1,892.6084191,Broker,C,House,15,high,red,28,2016,15003,0
6809,4,0,1,6,M,1,808.1752947,Broker,C,Tenant,12,high,red,27,2016,85062,0
6810,17,1,1,3,M,1,784.670279,Broker,C,Tenant,25,high,white,44,2016,85069,0
6811,19,0,4,0,F,0,1050.181267,Broker,B,Condo,11,high,blue,44,2016,50006,0
6812,16,0,2,1,F,1,997.7679455,Phone,A,House,16,medium,blue,69,2016,98003,0
6813,22,0,4,1,F,0,1055.228232,Phone,C,Condo,19,high,red,47,2016,80035,0
6814,2,0,5,5,F,1,873.5993057,Broker,B,Tenant,17,high,white,28,2016,80025,0
6815,14,1,3,0,M,0,767.7688145,Online,A,Condo,6,medium,red,49,2016,80028,0
6816,20,1,2,1,M,1,879.1028008,Phone,C,Condo,17,high,yellow,45,2016,85077,0
6817,19,1,1,1,F,1,887.971143,Phone,A,House,19,high,red,37,2016,80002,0
6818,7,1,1,0,F,0,876.0032626,Phone,C,House,16,high,red,36,2016,50020,-1
6819,15,0,3,0,M,1,850.3644363,Online,A,Condo,18,high,blue,46,2016,50034,1
6820,17,0,3,3,M,1,959.9953235,Phone,A,House,17,medium,red,49,2016,85065,1
6821,2,1,4,4,F,1,889.6325076,Online,C,House,13,high,yellow,22,2016,15003,0
6822,16,0,2,1,F,1,984.4529837,Broker,A,Condo,18,high,white,46,2016,98032,0
6823,6,0,3,5,F,1,954.5937449,Broker,A,House,14,low,yellow,25,2016,85028,0
6824,18,0,2,2,F,1,925.1529387,Online,B,House,13,high,white,43,2016,15038,0
6825,17,0,2,0,M,0,995.1098642,Phone,C,House,12,high,yellow,54,2016,80016,0
6826,13,0,1,1,F,1,988.7870834,Broker,A,House,14,high,white,68,2016,15049,0
6827,8,0,1,3,M,1,955.0739725,Broker,C,Condo,14,high,blue,53,2016,80027,1
6828,15,0,3,0,F,1,954.6650221,Broker,A,House,13,low,blue,52,2016,15026,0
6829,14,0,3,1,M,1,752.0839801,Broker,A,House,16,high,white,54,2016,85021,0
6830,14,0,3,0,F,1,811.9925926,Online,B,Condo,13,high,white,48,2016,85076,0
6831,6,0,2,0,M,1,861.7199845,Broker,C,Tenant,19,low,blue,36,2016,50021,0
6832,10,0,1,0,M,1,943.1775863,Phone,A,House,13,medium,blue,53,2016,80034,0
6833,8,0,1,1,F,1,970.8732204,Broker,C,House,13,high,blue,57,2016,15052,0
6834,16,0,2,0,F,0,943.1853794,Phone,C,Tenant,17,medium,blue,56,2016,80013,0
6835,10,0,1,2,M,1,934.326713,Phone,C,Tenant,13,low,white,43,2016,50032,0
6836,19,0,1,1,M,1,950.3163182,Broker,B,House,22,medium,blue,42,2016,85077,0
6837,14,1,1,2,F,1,988.1907729,Broker,A,House,15,high,white,52,2016,85027,0
6838,14,0,1,3,M,1,849.7375153,Broker,C,Tenant,9,high,white,38,2016,98010,0
6839,4,0,4,0,M,1,883.0044342,Broker,C,Condo,10,high,red,36,2016,15037,1
6840,17,0,3,7,M,1,943.0043035,Broker,B,Tenant,19.18611766,high,white,37,2016,85071,0
6841,10,0,2,5,M,1,1039.70607,Broker,C,House,6.440263428,low,white,38,2016,85019,0
6842,2,1,3,0,F,0,938.6857413,Broker,B,Condo,14,medium,red,32,2016,80046,0
6843,11,1,1,1,F,0,934.3202842,Online,A,House,15,low,white,59,2016,50023,1
6844,6,0,4,3,M,1,979.7003714,Broker,A,House,13,high,red,36,2016,50052,0
6845,9,0,3,2,M,1,972.0296117,Phone,C,House,13,medium,red,47,2016,50051,1
6846,5,0,2,1,F,1,961.056973,Broker,A,Condo,23,high,white,35,2016,50056,1
6847,23,0,2,11,M,1,733.1342933,Broker,B,House,18,high,red,55,2016,98027,0
6848,20,0,2,0,F,0,1046.394074,Phone,A,House,18,high,blue,41,2016,50050,0
6849,6,1,2,2,M,1,917.9011926,Online,B,Tenant,13,medium,white,24,2016,98014,1
6850,4,0,1,0,M,0,811.5978127,Phone,C,Condo,19,medium,white,23,2016,15046,0
6851,8,0,1,2,F,1,877.3315961,Broker,A,House,6,medium,blue,57,2016,15025,0
6852,8,0,2,0,M,0,924.6264079,Broker,B,Tenant,18,high,red,26,2016,20136,0
6853,8,1,1,2,M,1,1007.302398,Broker,C,House,14,high,yellow,32,2016,80013,0
6854,14,0,2,0,F,1,946.2259013,Broker,B,House,15,high,blue,39,2016,50034,1
6855,20,0,2,0,M,1,993.2856606,Broker,A,House,14,low,blue,39,2016,50025,0
6856,21,0,1,2,F,1,979.3158262,Broker,B,House,15,medium,blue,44,2016,80022,0
6857,9,1,3,2,M,1,858.5606186,Broker,B,Tenant,16,high,white,34,2016,20135,1
6858,2,0,1,1,M,1,997.617755,Phone,C,House,21,low,blue,28,2016,50037,0
6859,13,0,2,0,M,0,963.1377455,Broker,C,Condo,15,low,blue,47,2016,85008,0
6860,0,0,5,4,M,1,936.6522969,Online,A,Tenant,23,high,white,38,2016,98032,0
6861,22,0,3,0,F,1,925.7082152,Broker,B,Condo,23,low,red,41,2016,50051,0
6862,6,0,2,0,M,1,828.6750004,Broker,A,House,14,high,red,36,2016,50021,0
6863,13,0,3,2,F,1,915.4317031,Phone,A,House,14,medium,red,38,2016,80030,0
6864,18,0,1,1,F,1,814.0836285,Broker,C,House,14,high,blue,75,2016,85022,0
6865,14,0,2,7,F,1,834.3908705,Phone,B,Tenant,12,medium,blue,38,2016,85034,1
6866,8,0,1,0,M,1,844.3710187,Broker,C,Condo,13,high,white,33,2016,15021,1
6867,18,0,1,0,F,0,888.9872761,Phone,C,House,13,high,yellow,53,2016,80014,0
6868,4,0,3,1,M,1,845.376888,Phone,C,Tenant,13,high,blue,30,2016,50058,0
6869,12,0,1,3,F,1,971.2833571,Phone,B,Condo,14,high,yellow,38,2016,85051,0
6870,15,0,1,1,M,1,850.8462045,Broker,B,Condo,17,medium,blue,45,2016,85014,0
6871,22,0,1,1,M,0,837.9558586,Phone,C,House,19,high,blue,52,2016,80002,1
6872,4,0,3,2,M,1,974.9510324,Phone,A,Condo,11,medium,blue,32,2016,80025,0
6873,22,1,1,3,F,1,742.1465489,Phone,A,Tenant,11,medium,white,45,2016,50009,0
6874,18,0,1,0,F,1,810.9794393,Phone,C,Tenant,12,high,white,49,2016,85077,0
6875,6,0,6,0,M,0,1004.839345,Broker,C,Condo,12,high,blue,32,2016,15021,0
6876,13,0,1,4,F,1,999.8542405,Phone,C,House,21,low,white,66,2016,80024,0
6877,3,0,5,3,F,1,1020.778683,Broker,C,House,8,low,white,29,2016,80041,1
6878,16,0,2,1,F,1,943.5777346,Broker,A,Tenant,14,high,red,40,2016,85083,0
6879,18,0,4,0,F,1,779.004031,Broker,C,Condo,14,high,yellow,37,2016,98034,0
6880,5,0,1,2,F,1,923.6947444,Broker,C,Condo,13,medium,white,28,2016,80033,0
6881,8,0,1,6,M,1,982.5326281,Broker,A,House,9,high,white,40,2016,50028,1
6882,12,0,3,3,M,1,908.9899207,Phone,A,House,12,high,red,40,2016,50050,0
6883,13,0,3,2,M,1,800.4867324,Online,A,Tenant,27,high,red,42,2016,50012,0
6884,15,0,2,0,M,0,816.8912847,Phone,A,Condo,22,high,red,40,2016,50026,0
6885,13,0,1,0,M,0,1012.071347,Broker,A,House,17,high,red,44,2016,50054,0
6886,4,0,4,0,F,0,873.6743366,Broker,B,Condo,14,medium,yellow,29,2016,80024,0
6887,5,0,1,1,M,1,912.9038753,Broker,C,Condo,21,high,blue,33,2016,15021,0
6888,0,0,1,1,M,1,923.5511368,Phone,B,Tenant,7,high,white,25,2016,50059,0
6889,7,0,5,0,F,0,975.5624569,Broker,A,Condo,14,medium,yellow,29,2016,85021,0
6890,10,0,1,1,M,1,736.1961408,Phone,A,Condo,19,medium,red,60,2016,80035,0
6891,7,0,1,1,M,1,1020.70211,Broker,A,Condo,12,high,blue,28,2016,85077,0
6892,2,0,5,0,F,1,839.7431145,Broker,B,House,13,low,white,34,2016,80016,0
6893,3,0,1,1,F,1,810.8620468,Phone,C,House,20,high,red,29,2016,15034,0
6894,14,0,3,3,M,1,870.3131251,Phone,C,House,16,high,white,51,2016,85064,0
6895,19,0,2,1,M,1,927.0297975,Broker,C,Condo,14,high,white,43,2016,98006,1
6896,14,0,2,0,F,0,938.6691312,Broker,C,House,13,high,blue,46,2016,15009,0
6897,16,0,2,0,M,0,833.996387,Broker,B,House,14,low,blue,39,2016,50013,0
6898,13,0,1,7,M,1,889.7677306,Broker,A,Condo,21,high,blue,52,2016,50044,0
6899,16,0,3,1,F,1,816.7953715,Phone,C,House,10,medium,blue,55,2016,15038,1
6900,17,0,2,0,F,1,1005.511162,Broker,B,Tenant,14,high,white,41,2016,15059,0
6901,15,0,2,2,M,0,900.1082042,Phone,A,House,16,high,blue,55,2016,98001,0
6902,14,0,3,4,M,1,907.6056183,Broker,B,Condo,17,high,red,39,2016,80015,0
6903,5,0,1,0,F,0,923.2180619,Broker,B,House,12,medium,red,28,2016,80033,0
6904,8,0,1,2,M,1,882.958233,Broker,A,House,12,high,blue,44,2016,15018,0
6905,6,1,1,4,F,1,977.1328028,Online,B,Tenant,13,low,blue,27,2016,20109,1
6906,14,0,3,0,F,1,820.013849,Broker,A,Tenant,19,high,white,40,2016,98005,0
6907,3,0,3,2,F,1,928.2056215,Phone,B,Tenant,19,high,white,33,2016,50028,0
6908,0,0,1,0,F,1,833.3387408,Broker,A,Condo,16,high,red,26,2016,85078,0
6909,12,1,1,1,M,1,995.4372793,Online,A,Condo,19,high,red,44,2016,20105,1
6910,9,0,2,0,F,0,882.287884,Broker,A,House,22,high,blue,48,2016,98032,0
6911,10,0,1,5,F,1,866.5065819,Broker,C,House,21,high,white,41,2016,80013,0
6912,0,0,1,7,F,1,879.1060942,Broker,C,Condo,19,high,red,39,2016,50009,0
6913,19,1,1,4,M,1,836.3102676,Broker,B,House,14,low,white,58,2016,50051,1
6914,20,0,3,6,F,1,872.7451178,Broker,C,House,17,low,white,50,2016,15047,0
6915,18,0,1,3,M,1,909.6581979,Phone,C,Tenant,14,high,red,47,2016,15042,0
6916,12,0,3,6,M,1,994.0730866,Phone,C,Tenant,16,low,white,41,2016,85003,1
6917,12,1,3,0,M,1,1059.810261,Online,A,Condo,13,high,red,45,2016,98013,0
6918,3,0,1,2,F,1,937.2781634,Broker,A,Condo,10,high,blue,32,2016,50031,0
6919,12,0,5,9,M,1,978.4947646,Broker,A,House,14,high,white,44,2016,15052,0
6920,15,1,4,2,F,1,974.1779282,Broker,A,House,14,high,blue,50,2016,85066,0
6921,11,0,2,2,M,1,915.5617557,Phone,C,House,16,high,blue,69,2016,85075,0
6922,2,0,1,0,F,0,916.2685787,Phone,A,House,17,low,yellow,36,2016,50023,1
6923,3,1,3,0,M,0,846.2853385,Broker,B,Condo,14,low,white,35,2016,85074,1
6924,19,1,6,1,F,0,915.9870177,Broker,A,Condo,17,high,yellow,60,2016,50020,0
6925,17,0,1,1,M,1,864.6772534,Broker,C,House,17,high,white,51,2016,85068,0
6926,16,0,3,11,M,1,844.9858545,Phone,A,House,14,high,yellow,57,2016,50014,1
6927,12,1,1,3,M,1,909.3244229,Broker,C,House,10,high,red,42,2016,80016,0
6928,8,0,1,0,F,1,911.0927593,Phone,C,House,15,high,blue,26,2016,20143,0
6929,19,0,2,1,F,1,953.0514107,Online,B,House,15,high,red,51,2016,85028,-1
6930,9,1,2,1,F,1,756.2415356,Broker,A,House,16,high,white,34,2016,50059,0
6931,9,1,2,8,M,1,832.0986068,Phone,A,House,15,high,yellow,35,2016,80013,1
6932,11,0,2,1,F,1,959.4358562,Broker,A,House,15,low,white,67,2016,15015,0
6933,13,0,2,0,M,1,785.9745857,Broker,C,House,14,medium,blue,41,2016,85013,0
6934,16,0,1,2,M,0,855.5879542,Broker,B,Tenant,16,high,red,40,2016,20153,0
6935,18,1,1,0,M,1,969.1624374,Phone,A,House,11,low,blue,39,2016,85008,0
6936,16,0,1,1,F,1,836.8458633,Broker,B,Condo,12,medium,white,41,2016,50036,0
6937,3,0,1,0,F,1,931.8867143,Broker,C,Condo,14,medium,red,34,2016,85072,0
6938,12,1,1,1,M,1,807.3313615,Phone,C,House,14,high,red,51,2016,85037,1
6939,9,0,3,10,F,1,755.181718,Broker,B,House,14,medium,blue,55,2016,50014,1
6940,19,0,1,1,F,1,715.9650464,Broker,A,House,12,medium,blue,40,2016,85075,0
6941,16,0,1,0,M,1,897.4035267,Broker,C,House,15,medium,blue,59,2016,85078,0
6942,3,0,2,0,M,1,920.3690589,Broker,A,House,17,high,white,35,2016,80011,0
6943,1,1,2,0,M,1,998.5931706,Broker,C,Condo,20,high,blue,32,2016,15034,0
6944,5,0,1,0,M,0,884.1395551,Broker,B,Condo,10,medium,white,30,2016,15015,1
6945,7,0,5,5,F,1,935.5044226,Phone,A,House,19,low,blue,32,2016,15042,1
6946,16,0,1,2,F,1,977.1053314,Phone,B,Condo,19,low,yellow,37,2016,85066,1
6947,7,0,4,1,M,1,884.3529633,Phone,C,House,19,low,blue,29,2016,15010,0
6948,15,0,1,2,M,0,954.7777231,Broker,C,House,18,medium,white,51,2016,20141,1
6949,9,0,4,5,F,1,862.7729727,Broker,B,House,15,high,white,53,2016,15025,0
6950,11,0,1,1,F,1,903.4788797,Online,A,Condo,18.7930965,high,red,45,2016,80040,0
